	sub_rate	variable	value	set
3126	0.5	447	0.823	"MinTEs Reduced
Templates (RTs) on
the training set"
3127	0.75	447	0.8318	"MinTEs Reduced
Templates (RTs) on
the training set"
3128	1	447	0.8281	"MinTEs Reduced
Templates (RTs) on
the training set"
3129	Dynamic SR	448	0.8671	"MinTEs Reduced
Templates (RTs) on
the training set"
3130	0.05	448	0.8374	"MinTEs Reduced
Templates (RTs) on
the training set"
3131	0.15	448	0.8455	"MinTEs Reduced
Templates (RTs) on
the training set"
3132	0.25	448	0.8414	"MinTEs Reduced
Templates (RTs) on
the training set"
3133	0.5	448	0.8257	"MinTEs Reduced
Templates (RTs) on
the training set"
3134	0.75	448	0.8208	"MinTEs Reduced
Templates (RTs) on
the training set"
3135	1	448	0.8197	"MinTEs Reduced
Templates (RTs) on
the training set"
3136	Dynamic SR	449	0.8387	"MinTEs Reduced
Templates (RTs) on
the training set"
3137	0.05	449	0.8338	"MinTEs Reduced
Templates (RTs) on
the training set"
3138	0.15	449	0.8396	"MinTEs Reduced
Templates (RTs) on
the training set"
3139	0.25	449	0.8137	"MinTEs Reduced
Templates (RTs) on
the training set"
3140	0.5	449	0.8288	"MinTEs Reduced
Templates (RTs) on
the training set"
3141	0.75	449	0.8432	"MinTEs Reduced
Templates (RTs) on
the training set"
3142	1	449	0.8266	"MinTEs Reduced
Templates (RTs) on
the training set"
3143	Dynamic SR	450	0.854	"MinTEs Reduced
Templates (RTs) on
the training set"
3144	0.05	450	0.8498	"MinTEs Reduced
Templates (RTs) on
the training set"
3145	0.15	450	0.858	"MinTEs Reduced
Templates (RTs) on
the training set"
3146	0.25	450	0.8439	"MinTEs Reduced
Templates (RTs) on
the training set"
3147	0.5	450	0.8253	"MinTEs Reduced
Templates (RTs) on
the training set"
3148	0.75	450	0.8181	"MinTEs Reduced
Templates (RTs) on
the training set"
3149	1	450	0.8251	"MinTEs Reduced
Templates (RTs) on
the training set"
3150	Dynamic SR	451	0.8617	"MinTEs Reduced
Templates (RTs) on
the training set"
3151	0.05	451	0.8449	"MinTEs Reduced
Templates (RTs) on
the training set"
3152	0.15	451	0.8393	"MinTEs Reduced
Templates (RTs) on
the training set"
3153	0.25	451	0.8355	"MinTEs Reduced
Templates (RTs) on
the training set"
3154	0.5	451	0.8249	"MinTEs Reduced
Templates (RTs) on
the training set"
3155	0.75	451	0.8453	"MinTEs Reduced
Templates (RTs) on
the training set"
3156	1	451	0.8298	"MinTEs Reduced
Templates (RTs) on
the training set"
3157	Dynamic SR	452	0.8557	"MinTEs Reduced
Templates (RTs) on
the training set"
3158	0.05	452	0.835	"MinTEs Reduced
Templates (RTs) on
the training set"
3159	0.15	452	0.8383	"MinTEs Reduced
Templates (RTs) on
the training set"
3160	0.25	452	0.834	"MinTEs Reduced
Templates (RTs) on
the training set"
3161	0.5	452	0.845	"MinTEs Reduced
Templates (RTs) on
the training set"
3162	0.75	452	0.8325	"MinTEs Reduced
Templates (RTs) on
the training set"
3163	1	452	0.8257	"MinTEs Reduced
Templates (RTs) on
the training set"
3164	Dynamic SR	453	0.8648	"MinTEs Reduced
Templates (RTs) on
the training set"
3165	0.05	453	0.833	"MinTEs Reduced
Templates (RTs) on
the training set"
3166	0.15	453	0.8372	"MinTEs Reduced
Templates (RTs) on
the training set"
3167	0.25	453	0.8275	"MinTEs Reduced
Templates (RTs) on
the training set"
3168	0.5	453	0.8384	"MinTEs Reduced
Templates (RTs) on
the training set"
3169	0.75	453	0.8283	"MinTEs Reduced
Templates (RTs) on
the training set"
3170	1	453	0.8263	"MinTEs Reduced
Templates (RTs) on
the training set"
3171	Dynamic SR	454	0.851	"MinTEs Reduced
Templates (RTs) on
the training set"
3172	0.05	454	0.8516	"MinTEs Reduced
Templates (RTs) on
the training set"
3173	0.15	454	0.8495	"MinTEs Reduced
Templates (RTs) on
the training set"
3174	0.25	454	0.8468	"MinTEs Reduced
Templates (RTs) on
the training set"
3175	0.5	454	0.8247	"MinTEs Reduced
Templates (RTs) on
the training set"
3176	0.75	454	0.843	"MinTEs Reduced
Templates (RTs) on
the training set"
3177	1	454	0.837	"MinTEs Reduced
Templates (RTs) on
the training set"
3178	Dynamic SR	455	0.8393	"MinTEs Reduced
Templates (RTs) on
the training set"
3179	0.05	455	0.8344	"MinTEs Reduced
Templates (RTs) on
the training set"
3180	0.15	455	0.8316	"MinTEs Reduced
Templates (RTs) on
the training set"
3181	0.25	455	0.8323	"MinTEs Reduced
Templates (RTs) on
the training set"
3182	0.5	455	0.8189	"MinTEs Reduced
Templates (RTs) on
the training set"
3183	0.75	455	0.8317	"MinTEs Reduced
Templates (RTs) on
the training set"
3184	1	455	0.8225	"MinTEs Reduced
Templates (RTs) on
the training set"
3185	Dynamic SR	456	0.851	"MinTEs Reduced
Templates (RTs) on
the training set"
3186	0.05	456	0.8413	"MinTEs Reduced
Templates (RTs) on
the training set"
3187	0.15	456	0.833	"MinTEs Reduced
Templates (RTs) on
the training set"
3188	0.25	456	0.8229	"MinTEs Reduced
Templates (RTs) on
the training set"
3189	0.5	456	0.8333	"MinTEs Reduced
Templates (RTs) on
the training set"
3190	0.75	456	0.8324	"MinTEs Reduced
Templates (RTs) on
the training set"
3191	1	456	0.8269	"MinTEs Reduced
Templates (RTs) on
the training set"
3192	Dynamic SR	457	0.8517	"MinTEs Reduced
Templates (RTs) on
the training set"
3193	0.05	457	0.8159	"MinTEs Reduced
Templates (RTs) on
the training set"
3194	0.15	457	0.8385	"MinTEs Reduced
Templates (RTs) on
the training set"
3195	0.25	457	0.8471	"MinTEs Reduced
Templates (RTs) on
the training set"
3196	0.5	457	0.8208	"MinTEs Reduced
Templates (RTs) on
the training set"
3197	0.75	457	0.8214	"MinTEs Reduced
Templates (RTs) on
the training set"
3198	1	457	0.8244	"MinTEs Reduced
Templates (RTs) on
the training set"
3199	Dynamic SR	458	0.85	"MinTEs Reduced
Templates (RTs) on
the training set"
3200	0.05	458	0.8298	"MinTEs Reduced
Templates (RTs) on
the training set"
3201	0.15	458	0.8286	"MinTEs Reduced
Templates (RTs) on
the training set"
3202	0.25	458	0.8305	"MinTEs Reduced
Templates (RTs) on
the training set"
3203	0.5	458	0.8266	"MinTEs Reduced
Templates (RTs) on
the training set"
3204	0.75	458	0.819	"MinTEs Reduced
Templates (RTs) on
the training set"
3205	1	458	0.8372	"MinTEs Reduced
Templates (RTs) on
the training set"
3206	Dynamic SR	459	0.8473	"MinTEs Reduced
Templates (RTs) on
the training set"
3207	0.05	459	0.8448	"MinTEs Reduced
Templates (RTs) on
the training set"
3208	0.15	459	0.8256	"MinTEs Reduced
Templates (RTs) on
the training set"
3209	0.25	459	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
3210	0.5	459	0.8377	"MinTEs Reduced
Templates (RTs) on
the training set"
3211	0.75	459	0.8324	"MinTEs Reduced
Templates (RTs) on
the training set"
3212	1	459	0.8324	"MinTEs Reduced
Templates (RTs) on
the training set"
3213	Dynamic SR	460	0.8598	"MinTEs Reduced
Templates (RTs) on
the training set"
3214	0.05	460	0.8595	"MinTEs Reduced
Templates (RTs) on
the training set"
3215	0.15	460	0.8449	"MinTEs Reduced
Templates (RTs) on
the training set"
3216	0.25	460	0.8418	"MinTEs Reduced
Templates (RTs) on
the training set"
3217	0.5	460	0.8158	"MinTEs Reduced
Templates (RTs) on
the training set"
3218	0.75	460	0.8359	"MinTEs Reduced
Templates (RTs) on
the training set"
3219	1	460	0.8297	"MinTEs Reduced
Templates (RTs) on
the training set"
3220	Dynamic SR	461	0.8579	"MinTEs Reduced
Templates (RTs) on
the training set"
3221	0.05	461	0.8428	"MinTEs Reduced
Templates (RTs) on
the training set"
3222	0.15	461	0.8286	"MinTEs Reduced
Templates (RTs) on
the training set"
3223	0.25	461	0.8273	"MinTEs Reduced
Templates (RTs) on
the training set"
3224	0.5	461	0.8422	"MinTEs Reduced
Templates (RTs) on
the training set"
3225	0.75	461	0.8285	"MinTEs Reduced
Templates (RTs) on
the training set"
3226	1	461	0.8159	"MinTEs Reduced
Templates (RTs) on
the training set"
3227	Dynamic SR	462	0.8531	"MinTEs Reduced
Templates (RTs) on
the training set"
3228	0.05	462	0.8472	"MinTEs Reduced
Templates (RTs) on
the training set"
3229	0.15	462	0.8471	"MinTEs Reduced
Templates (RTs) on
the training set"
3230	0.25	462	0.8331	"MinTEs Reduced
Templates (RTs) on
the training set"
3231	0.5	462	0.832	"MinTEs Reduced
Templates (RTs) on
the training set"
3232	0.75	462	0.8226	"MinTEs Reduced
Templates (RTs) on
the training set"
3233	1	462	0.8361	"MinTEs Reduced
Templates (RTs) on
the training set"
3234	Dynamic SR	463	0.8576	"MinTEs Reduced
Templates (RTs) on
the training set"
3235	0.05	463	0.8454	"MinTEs Reduced
Templates (RTs) on
the training set"
3236	0.15	463	0.8252	"MinTEs Reduced
Templates (RTs) on
the training set"
3237	0.25	463	0.8326	"MinTEs Reduced
Templates (RTs) on
the training set"
3238	0.5	463	0.8077	"MinTEs Reduced
Templates (RTs) on
the training set"
3239	0.75	463	0.8376	"MinTEs Reduced
Templates (RTs) on
the training set"
3240	1	463	0.8279	"MinTEs Reduced
Templates (RTs) on
the training set"
3241	Dynamic SR	464	0.87	"MinTEs Reduced
Templates (RTs) on
the training set"
3242	0.05	464	0.8377	"MinTEs Reduced
Templates (RTs) on
the training set"
3243	0.15	464	0.8368	"MinTEs Reduced
Templates (RTs) on
the training set"
3244	0.25	464	0.8493	"MinTEs Reduced
Templates (RTs) on
the training set"
3245	0.5	464	0.836	"MinTEs Reduced
Templates (RTs) on
the training set"
3246	0.75	464	0.8258	"MinTEs Reduced
Templates (RTs) on
the training set"
3247	1	464	0.8147	"MinTEs Reduced
Templates (RTs) on
the training set"
3248	Dynamic SR	465	0.8651	"MinTEs Reduced
Templates (RTs) on
the training set"
3249	0.05	465	0.832	"MinTEs Reduced
Templates (RTs) on
the training set"
3250	0.15	465	0.8446	"MinTEs Reduced
Templates (RTs) on
the training set"
3251	0.25	465	0.8308	"MinTEs Reduced
Templates (RTs) on
the training set"
3252	0.5	465	0.847	"MinTEs Reduced
Templates (RTs) on
the training set"
3253	0.75	465	0.8143	"MinTEs Reduced
Templates (RTs) on
the training set"
3254	1	465	0.8328	"MinTEs Reduced
Templates (RTs) on
the training set"
3255	Dynamic SR	466	0.855	"MinTEs Reduced
Templates (RTs) on
the training set"
3256	0.05	466	0.8547	"MinTEs Reduced
Templates (RTs) on
the training set"
3257	0.15	466	0.8432	"MinTEs Reduced
Templates (RTs) on
the training set"
3258	0.25	466	0.8402	"MinTEs Reduced
Templates (RTs) on
the training set"
3259	0.5	466	0.8498	"MinTEs Reduced
Templates (RTs) on
the training set"
3260	0.75	466	0.8245	"MinTEs Reduced
Templates (RTs) on
the training set"
3261	1	466	0.8365	"MinTEs Reduced
Templates (RTs) on
the training set"
3262	Dynamic SR	467	0.8492	"MinTEs Reduced
Templates (RTs) on
the training set"
3263	0.05	467	0.8393	"MinTEs Reduced
Templates (RTs) on
the training set"
3264	0.15	467	0.8123	"MinTEs Reduced
Templates (RTs) on
the training set"
3265	0.25	467	0.8464	"MinTEs Reduced
Templates (RTs) on
the training set"
3266	0.5	467	0.8266	"MinTEs Reduced
Templates (RTs) on
the training set"
3267	0.75	467	0.816	"MinTEs Reduced
Templates (RTs) on
the training set"
3268	1	467	0.8258	"MinTEs Reduced
Templates (RTs) on
the training set"
3269	Dynamic SR	468	0.8382	"MinTEs Reduced
Templates (RTs) on
the training set"
3270	0.05	468	0.8459	"MinTEs Reduced
Templates (RTs) on
the training set"
3271	0.15	468	0.8336	"MinTEs Reduced
Templates (RTs) on
the training set"
3272	0.25	468	0.8358	"MinTEs Reduced
Templates (RTs) on
the training set"
3273	0.5	468	0.8196	"MinTEs Reduced
Templates (RTs) on
the training set"
3274	0.75	468	0.8469	"MinTEs Reduced
Templates (RTs) on
the training set"
3275	1	468	0.8275	"MinTEs Reduced
Templates (RTs) on
the training set"
3276	Dynamic SR	469	0.8606	"MinTEs Reduced
Templates (RTs) on
the training set"
3277	0.05	469	0.8437	"MinTEs Reduced
Templates (RTs) on
the training set"
3278	0.15	469	0.8554	"MinTEs Reduced
Templates (RTs) on
the training set"
3279	0.25	469	0.8255	"MinTEs Reduced
Templates (RTs) on
the training set"
3280	0.5	469	0.8369	"MinTEs Reduced
Templates (RTs) on
the training set"
3281	0.75	469	0.8377	"MinTEs Reduced
Templates (RTs) on
the training set"
3282	1	469	0.8043	"MinTEs Reduced
Templates (RTs) on
the training set"
3283	Dynamic SR	470	0.8682	"MinTEs Reduced
Templates (RTs) on
the training set"
3284	0.05	470	0.8392	"MinTEs Reduced
Templates (RTs) on
the training set"
3285	0.15	470	0.8296	"MinTEs Reduced
Templates (RTs) on
the training set"
3286	0.25	470	0.8139	"MinTEs Reduced
Templates (RTs) on
the training set"
3287	0.5	470	0.835	"MinTEs Reduced
Templates (RTs) on
the training set"
3288	0.75	470	0.8237	"MinTEs Reduced
Templates (RTs) on
the training set"
3289	1	470	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
3290	Dynamic SR	471	0.8367	"MinTEs Reduced
Templates (RTs) on
the training set"
3291	0.05	471	0.8508	"MinTEs Reduced
Templates (RTs) on
the training set"
3292	0.15	471	0.8142	"MinTEs Reduced
Templates (RTs) on
the training set"
3293	0.25	471	0.8377	"MinTEs Reduced
Templates (RTs) on
the training set"
3294	0.5	471	0.8178	"MinTEs Reduced
Templates (RTs) on
the training set"
3295	0.75	471	0.8287	"MinTEs Reduced
Templates (RTs) on
the training set"
3296	1	471	0.8154	"MinTEs Reduced
Templates (RTs) on
the training set"
3297	Dynamic SR	472	0.8383	"MinTEs Reduced
Templates (RTs) on
the training set"
3298	0.05	472	0.8175	"MinTEs Reduced
Templates (RTs) on
the training set"
3299	0.15	472	0.8494	"MinTEs Reduced
Templates (RTs) on
the training set"
3300	0.25	472	0.8279	"MinTEs Reduced
Templates (RTs) on
the training set"
3301	0.5	472	0.827	"MinTEs Reduced
Templates (RTs) on
the training set"
3302	0.75	472	0.8118	"MinTEs Reduced
Templates (RTs) on
the training set"
3303	1	472	0.8332	"MinTEs Reduced
Templates (RTs) on
the training set"
3304	Dynamic SR	473	0.8492	"MinTEs Reduced
Templates (RTs) on
the training set"
3305	0.05	473	0.8528	"MinTEs Reduced
Templates (RTs) on
the training set"
3306	0.15	473	0.8424	"MinTEs Reduced
Templates (RTs) on
the training set"
3307	0.25	473	0.8513	"MinTEs Reduced
Templates (RTs) on
the training set"
3308	0.5	473	0.8368	"MinTEs Reduced
Templates (RTs) on
the training set"
3309	0.75	473	0.8129	"MinTEs Reduced
Templates (RTs) on
the training set"
3310	1	473	0.8385	"MinTEs Reduced
Templates (RTs) on
the training set"
3311	Dynamic SR	474	0.8718	"MinTEs Reduced
Templates (RTs) on
the training set"
3312	0.05	474	0.8302	"MinTEs Reduced
Templates (RTs) on
the training set"
3313	0.15	474	0.8491	"MinTEs Reduced
Templates (RTs) on
the training set"
3314	0.25	474	0.8298	"MinTEs Reduced
Templates (RTs) on
the training set"
3315	0.5	474	0.8246	"MinTEs Reduced
Templates (RTs) on
the training set"
3316	0.75	474	0.8222	"MinTEs Reduced
Templates (RTs) on
the training set"
3317	1	474	0.8235	"MinTEs Reduced
Templates (RTs) on
the training set"
3318	Dynamic SR	475	0.8622	"MinTEs Reduced
Templates (RTs) on
the training set"
3319	0.05	475	0.8235	"MinTEs Reduced
Templates (RTs) on
the training set"
3320	0.15	475	0.8215	"MinTEs Reduced
Templates (RTs) on
the training set"
3321	0.25	475	0.8384	"MinTEs Reduced
Templates (RTs) on
the training set"
3322	0.5	475	0.8347	"MinTEs Reduced
Templates (RTs) on
the training set"
3323	0.75	475	0.8455	"MinTEs Reduced
Templates (RTs) on
the training set"
3324	1	475	0.8363	"MinTEs Reduced
Templates (RTs) on
the training set"
3325	Dynamic SR	476	0.8223	"MinTEs Reduced
Templates (RTs) on
the training set"
3326	0.05	476	0.8171	"MinTEs Reduced
Templates (RTs) on
the training set"
3327	0.15	476	0.8256	"MinTEs Reduced
Templates (RTs) on
the training set"
3328	0.25	476	0.8097	"MinTEs Reduced
Templates (RTs) on
the training set"
3329	0.5	476	0.8162	"MinTEs Reduced
Templates (RTs) on
the training set"
3330	0.75	476	0.8224	"MinTEs Reduced
Templates (RTs) on
the training set"
3331	1	476	0.8126	"MinTEs Reduced
Templates (RTs) on
the training set"
3332	Dynamic SR	477	0.8552	"MinTEs Reduced
Templates (RTs) on
the training set"
3333	0.05	477	0.8137	"MinTEs Reduced
Templates (RTs) on
the training set"
3334	0.15	477	0.8344	"MinTEs Reduced
Templates (RTs) on
the training set"
3335	0.25	477	0.8251	"MinTEs Reduced
Templates (RTs) on
the training set"
3336	0.5	477	0.8419	"MinTEs Reduced
Templates (RTs) on
the training set"
3337	0.75	477	0.8304	"MinTEs Reduced
Templates (RTs) on
the training set"
3338	1	477	0.8101	"MinTEs Reduced
Templates (RTs) on
the training set"
3339	Dynamic SR	478	0.858	"MinTEs Reduced
Templates (RTs) on
the training set"
3340	0.05	478	0.8283	"MinTEs Reduced
Templates (RTs) on
the training set"
3341	0.15	478	0.8109	"MinTEs Reduced
Templates (RTs) on
the training set"
3342	0.25	478	0.8273	"MinTEs Reduced
Templates (RTs) on
the training set"
3343	0.5	478	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
3344	0.75	478	0.8337	"MinTEs Reduced
Templates (RTs) on
the training set"
3345	1	478	0.8165	"MinTEs Reduced
Templates (RTs) on
the training set"
3346	Dynamic SR	479	0.8649	"MinTEs Reduced
Templates (RTs) on
the training set"
3347	0.05	479	0.8376	"MinTEs Reduced
Templates (RTs) on
the training set"
3348	0.15	479	0.8422	"MinTEs Reduced
Templates (RTs) on
the training set"
3349	0.25	479	0.8372	"MinTEs Reduced
Templates (RTs) on
the training set"
3350	0.5	479	0.8187	"MinTEs Reduced
Templates (RTs) on
the training set"
3351	0.75	479	0.8292	"MinTEs Reduced
Templates (RTs) on
the training set"
3352	1	479	0.8089	"MinTEs Reduced
Templates (RTs) on
the training set"
3353	Dynamic SR	480	0.8431	"MinTEs Reduced
Templates (RTs) on
the training set"
3354	0.05	480	0.8222	"MinTEs Reduced
Templates (RTs) on
the training set"
3355	0.15	480	0.8341	"MinTEs Reduced
Templates (RTs) on
the training set"
3356	0.25	480	0.8092	"MinTEs Reduced
Templates (RTs) on
the training set"
3357	0.5	480	0.844	"MinTEs Reduced
Templates (RTs) on
the training set"
3358	0.75	480	0.8227	"MinTEs Reduced
Templates (RTs) on
the training set"
3359	1	480	0.8413	"MinTEs Reduced
Templates (RTs) on
the training set"
3360	Dynamic SR	481	0.8411	"MinTEs Reduced
Templates (RTs) on
the training set"
3361	0.05	481	0.8265	"MinTEs Reduced
Templates (RTs) on
the training set"
3362	0.15	481	0.8174	"MinTEs Reduced
Templates (RTs) on
the training set"
3363	0.25	481	0.8285	"MinTEs Reduced
Templates (RTs) on
the training set"
3364	0.5	481	0.8089	"MinTEs Reduced
Templates (RTs) on
the training set"
3365	0.75	481	0.829	"MinTEs Reduced
Templates (RTs) on
the training set"
3366	1	481	0.8241	"MinTEs Reduced
Templates (RTs) on
the training set"
3367	Dynamic SR	482	0.8492	"MinTEs Reduced
Templates (RTs) on
the training set"
3368	0.05	482	0.8421	"MinTEs Reduced
Templates (RTs) on
the training set"
3369	0.15	482	0.85	"MinTEs Reduced
Templates (RTs) on
the training set"
3370	0.25	482	0.8496	"MinTEs Reduced
Templates (RTs) on
the training set"
3371	0.5	482	0.8335	"MinTEs Reduced
Templates (RTs) on
the training set"
3372	0.75	482	0.8269	"MinTEs Reduced
Templates (RTs) on
the training set"
3373	1	482	0.8376	"MinTEs Reduced
Templates (RTs) on
the training set"
3374	Dynamic SR	483	0.8522	"MinTEs Reduced
Templates (RTs) on
the training set"
3375	0.05	483	0.8268	"MinTEs Reduced
Templates (RTs) on
the training set"
3376	0.15	483	0.8292	"MinTEs Reduced
Templates (RTs) on
the training set"
3377	0.25	483	0.8343	"MinTEs Reduced
Templates (RTs) on
the training set"
3378	0.5	483	0.8183	"MinTEs Reduced
Templates (RTs) on
the training set"
3379	0.75	483	0.823	"MinTEs Reduced
Templates (RTs) on
the training set"
3380	1	483	0.8213	"MinTEs Reduced
Templates (RTs) on
the training set"
3381	Dynamic SR	484	0.8537	"MinTEs Reduced
Templates (RTs) on
the training set"
3382	0.05	484	0.8292	"MinTEs Reduced
Templates (RTs) on
the training set"
3383	0.15	484	0.854	"MinTEs Reduced
Templates (RTs) on
the training set"
3384	0.25	484	0.8171	"MinTEs Reduced
Templates (RTs) on
the training set"
